sample_id,source_artifact,temperature_sha256,context_id,protocol_id,branch_label,ramp_direction,protocol_start_voltage_V,device_voltage_V,contact_overlap_nm,sink_amplitude,point_kind,sequence_index,split,fit_eligible,full_curve_test,headline_stability_test,stability_class,root_identifier_used
G0_cooling_coarse_030,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,abf11795901d0ee3207eab21d8769ca0ac197b4100cbbc34ef1647050efe7ac5,G0,G0_cooling,cooling,-1.0,1.55,0.8,20.0,0.0,coarse,30,validation,False,False,False,not_evaluated,False
G0_cooling_coarse_031,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,caa7848aa6cb94f018e58a4b521efc1949395dd21648f89257cb75b6d18e176a,G0,G0_cooling,cooling,-1.0,1.55,0.775,20.0,0.0,coarse,31,train,True,False,False,not_evaluated,False
G0_cooling_coarse_032,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,884737f4e25de5f6974d77d8623510018cf681c0fa60ea77c424e3ef81eae520,G0,G0_cooling,cooling,-1.0,1.55,0.75,20.0,0.0,coarse,32,train,True,False,False,stable,False
G0_cooling_event_refine_01,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,10f2ee730fb6525e3d62dfa54bac0c7f82488c13f04d356c478c1be6647fb1f2,G0,G0_cooling,cooling,-1.0,1.55,0.8374999999999999,20.0,0.0,event_refinement,0,validation_event,False,False,False,not_evaluated,False
G0_cooling_event_refine_02,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,dddab6378289570e4f0712cc5aa1e44b3d0dae962483bcf902a8f22188f90ed2,G0,G0_cooling,cooling,-1.0,1.55,0.84375,20.0,0.0,event_refinement,1,validation_event,False,False,False,stable,False
G0_cooling_event_refine_03,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,0d82c39a9a1b50e27d4db9b9a74d2ba595cdce5ce0abd85c00668a53c0f36053,G0,G0_cooling,cooling,-1.0,1.55,0.840625,20.0,0.0,event_refinement,2,validation_event,False,False,False,not_evaluated,False
G0_cooling_event_reachability_confirmation,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,0d82c39a9a1b50e27d4db9b9a74d2ba595cdce5ce0abd85c00668a53c0f36053,G0,G0_cooling,cooling,-1.0,1.55,0.840625,20.0,0.0,event_reachability_confirmation,3,validation_event,False,False,False,stable,False
G0_cooling_half_anchor,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,1dfea15a0812200fc15a4d029168080be5c0d66b199a5eecf4c960e0cb04aa8d,G0,G0_cooling,cooling,-1.0,1.55,0.9,20.0,0.0,half_step_anchor_reused,0,excluded_auxiliary,False,False,False,not_evaluated,False
G0_cooling_half_001,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,8a36b248e6bb66e755b8da48ddaf3fcef2c8825989e91c2d541350489783098f,G0,G0_cooling,cooling,-1.0,1.55,0.8875000000000001,20.0,0.0,half_step_continuation,1,excluded_auxiliary,False,False,False,not_evaluated,False
G0_cooling_half_002,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,4f3451d5d9aeef2dae62601738264b7d238b96406462dfe4cbe0f0e1445b3924,G0,G0_cooling,cooling,-1.0,1.55,0.875,20.0,0.0,half_step_continuation,2,excluded_auxiliary,False,False,False,not_evaluated,False
G0_cooling_half_003,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,fd6344a5a2ee31f021b1cd2b1f6f3d7c7fb9f4f2ade96179ca57d6e80de44871,G0,G0_cooling,cooling,-1.0,1.55,0.8625,20.0,0.0,half_step_continuation,3,excluded_auxiliary,False,False,False,not_evaluated,False
G0_cooling_half_004,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,d23bba4dc5060626f6266930224ba39b0ae332f3f8df6f9e3700defef6908cb0,G0,G0_cooling,cooling,-1.0,1.55,0.85,20.0,0.0,half_step_continuation,4,excluded_auxiliary,False,False,False,not_evaluated,False
G0_cooling_half_005,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,10f2ee730fb6525e3d62dfa54bac0c7f82488c13f04d356c478c1be6647fb1f2,G0,G0_cooling,cooling,-1.0,1.55,0.8375,20.0,0.0,half_step_continuation,5,excluded_auxiliary,False,False,False,not_evaluated,False
G0_cooling_half_006,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,e522600244c53d7525c290549d200a9eeab1a6bc2c4e3d60f9a4cdbe7684292f,G0,G0_cooling,cooling,-1.0,1.55,0.825,20.0,0.0,half_step_continuation,6,excluded_auxiliary,False,False,False,not_evaluated,False
G0_cooling_half_007,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,ada845df91d101f5a7456f628655447d1b410c046bd9a49a90c85e2f0306812e,G0,G0_cooling,cooling,-1.0,1.55,0.8125,20.0,0.0,half_step_continuation,7,excluded_auxiliary,False,False,False,not_evaluated,False
G0_cooling_half_008,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,3675747c3a75e17532cdddc60a48e9b42fb6fab6d2f56c41328cd7a24ef38343,G0,G0_cooling,cooling,-1.0,1.55,0.8,20.0,0.0,half_step_continuation,8,excluded_auxiliary,False,False,False,not_evaluated,False
G0_cooling_half_009,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,2670c3fc0e019f21accc3441c33f8e70f6c279b83cd3ef6cf7e204f8619f0402,G0,G0_cooling,cooling,-1.0,1.55,0.7875,20.0,0.0,half_step_continuation,9,excluded_auxiliary,False,False,False,not_evaluated,False
G0_cooling_half_010,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,d814b22f628d64e580346271aaf950df64a766fac199e1b09346de2586f5e484,G0,G0_cooling,cooling,-1.0,1.55,0.775,20.0,0.0,half_step_continuation,10,excluded_auxiliary,False,False,False,not_evaluated,False
G0_cooling_half_refine_01,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,5851dfa555a8439b82e543d16ac7485b8bda6d688fe873b76337d8eb263b75c1,G0,G0_cooling,cooling,-1.0,1.55,0.84375,20.0,0.0,half_step_event_refinement,0,excluded_auxiliary,False,False,False,stable,False
G0_cooling_half_refine_02,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G0_cooling.npz,0d82c39a9a1b50e27d4db9b9a74d2ba595cdce5ce0abd85c00668a53c0f36053,G0,G0_cooling,cooling,-1.0,1.55,0.840625,20.0,0.0,half_step_event_refinement,1,excluded_auxiliary,False,False,False,stable,False
G1_heating_coarse_000,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,d78d87c19a9fb43f2887128502541f5322847bee48557131bcd91560f6ab7d0d,G1,G1_heating,heating,1.0,0.75,0.75,30.0,1.5,coarse,0,test_headline,False,True,True,stable,False
G1_heating_coarse_001,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,5292bdf46781b60c43abac6af74eabf7b765e827f32389061b08440b46035ef3,G1,G1_heating,heating,1.0,0.75,0.775,30.0,1.5,coarse,1,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_002,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,03633df3553fd10d358b8cd9ea6a438018fa6c65b6148c9f7758e429161ba86d,G1,G1_heating,heating,1.0,0.75,0.8,30.0,1.5,coarse,2,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_003,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,62526c44b6fffe36c5dbfb3c56f9fd50281dfbf2759d0f5197fe3a97ad3a6610,G1,G1_heating,heating,1.0,0.75,0.825,30.0,1.5,coarse,3,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_004,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,a2d32941be4ef59cfb7ff1c30cb28280f0e6ed60e2885db05cb6d031eb412be8,G1,G1_heating,heating,1.0,0.75,0.85,30.0,1.5,coarse,4,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_005,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,15395ce6235492635f4ea4e06ef4122a17d13e1d48c43c65b13765ed74fd08a5,G1,G1_heating,heating,1.0,0.75,0.875,30.0,1.5,coarse,5,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_006,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,1ae85df239fe39920b3f3701218712ed8d47e48f797f441230aae5951af9793c,G1,G1_heating,heating,1.0,0.75,0.9,30.0,1.5,coarse,6,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_007,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,5572aed04fb2627cccdc5d1635eb0efda76f5d1544414af73881fe622efa3c9e,G1,G1_heating,heating,1.0,0.75,0.925,30.0,1.5,coarse,7,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_008,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,9057c39813045a99bd3c17e9f0d5f9bce27e2f8324ce8dd724c64cd5c4b51ce6,G1,G1_heating,heating,1.0,0.75,0.95,30.0,1.5,coarse,8,test_headline,False,True,True,stable,False
G1_heating_coarse_009,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,e326db5d802602506a4bff10d3b9131057b4891fe4603ffa4898f9c0f8fd8e2a,G1,G1_heating,heating,1.0,0.75,0.975,30.0,1.5,coarse,9,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_010,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,77439adf0b73f4ae690a2a53402c192a59bf68d3cb65ee8097c59325e5347de1,G1,G1_heating,heating,1.0,0.75,1.0,30.0,1.5,coarse,10,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_011,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,d9ae4f99702e2d8c78de56b4f5f45a1166f6882b4d151e5ec3d5ebe1e08d1aa4,G1,G1_heating,heating,1.0,0.75,1.025,30.0,1.5,coarse,11,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_012,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,087710e52672fd33a112a47aca40eabc2d481b9f04247f9522e7754facdafba8,G1,G1_heating,heating,1.0,0.75,1.05,30.0,1.5,coarse,12,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_013,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,d9064ec673e80c2ff66d71d3a4d199f21e6c618bb0c287c44ddc37db039a5617,G1,G1_heating,heating,1.0,0.75,1.075,30.0,1.5,coarse,13,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_014,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,ab8087159cabb75396caab6736678a3a84331e346329ad1b09793d2cd139d6b7,G1,G1_heating,heating,1.0,0.75,1.1,30.0,1.5,coarse,14,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_015,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,9c2a7b2bd7a0ab57826072d905737c64f514db97c0692f7c4b254704645beccd,G1,G1_heating,heating,1.0,0.75,1.125,30.0,1.5,coarse,15,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_016,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,471ab271d001b123102bcb3f52658e9970429b6b643af71920c2a89d50022c37,G1,G1_heating,heating,1.0,0.75,1.15,30.0,1.5,coarse,16,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_017,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,e913d442ac4bdfe332f1466305f134297375ca5aa621797fe1faa0f5cbff9b89,G1,G1_heating,heating,1.0,0.75,1.175,30.0,1.5,coarse,17,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_018,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,c064f131d696ebe71a26df937d45ea293c3b79436a0444aa3c9fd4d0ef924d1c,G1,G1_heating,heating,1.0,0.75,1.2,30.0,1.5,coarse,18,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_019,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,817b2ab41f4f718d6d1d8b5ba91d386dbc23d71e0dc31d0b794ce426b2c88a47,G1,G1_heating,heating,1.0,0.75,1.225,30.0,1.5,coarse,19,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_020,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,09c56e7579ec4b0518e81ae178d1a6790cc866e7688ea18839ccc60e92113c47,G1,G1_heating,heating,1.0,0.75,1.25,30.0,1.5,coarse,20,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_021,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,de90ec77f56967b09c840c487c1df3b12e81eac0a561e7a0498a14435b368bc6,G1,G1_heating,heating,1.0,0.75,1.275,30.0,1.5,coarse,21,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_022,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,e35c81cf133367a84f6bd7a6e6fd125cf911724a93bbccda684da6f989580057,G1,G1_heating,heating,1.0,0.75,1.3,30.0,1.5,coarse,22,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_023,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,08b8f0877b9106be289cc6a0a86c94896f7094768b11075177bf5eceea2c815c,G1,G1_heating,heating,1.0,0.75,1.3250000000000002,30.0,1.5,coarse,23,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_024,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,7a52aed673c04102f8dd815707e0df40706965fc2cbe2bbf9497f073faa2f865,G1,G1_heating,heating,1.0,0.75,1.35,30.0,1.5,coarse,24,test_headline,False,True,True,stable,False
G1_heating_coarse_025,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,079dd7d7a05f9514e49b43b286d0ecf0181d5e2fd9ec8886e6893856a9d67085,G1,G1_heating,heating,1.0,0.75,1.375,30.0,1.5,coarse,25,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_026,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,372b40d4df049e359fa114b60c6ebbd64a9b44583bf1a668d00861c8bf1468cb,G1,G1_heating,heating,1.0,0.75,1.4,30.0,1.5,coarse,26,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_027,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,7310efdbc210475920f60e2ff5c54f323c84af6b84a62ff3a6c846f05d838912,G1,G1_heating,heating,1.0,0.75,1.425,30.0,1.5,coarse,27,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_028,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,ed8b98d1a4aa2e1e6353a31c17f0c76bc641007b96ce9be45a3e4c4a280e65d1,G1,G1_heating,heating,1.0,0.75,1.4500000000000002,30.0,1.5,coarse,28,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_029,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,9c8363471ce6625de8223f474536fc13e674d59c5244de0aaf21403e4211d990,G1,G1_heating,heating,1.0,0.75,1.475,30.0,1.5,coarse,29,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_030,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,06d154f58ce136b5d616e1e92b60a7c0af9d873a2cd762387a500a9531c30e10,G1,G1_heating,heating,1.0,0.75,1.5,30.0,1.5,coarse,30,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_031,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,8b904ba997e2572fe1fe96e8feac6221b235179da59d28c134f16cf88a67d1ca,G1,G1_heating,heating,1.0,0.75,1.525,30.0,1.5,coarse,31,test_diagnostic,False,True,False,not_evaluated,False
G1_heating_coarse_032,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_heating.npz,c3a60f6cd08e702f845b5dfb4e8e57da5305f4ba3d615c3472f0d98bcf02a8c0,G1,G1_heating,heating,1.0,0.75,1.55,30.0,1.5,coarse,32,test_headline,False,True,True,stable,False
G1_cooling_coarse_000,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,16265377841e71c9bc5a6aa69d470e52956ee8915d59516c34469e9e6a08a8e1,G1,G1_cooling,cooling,-1.0,1.55,1.55,30.0,1.5,coarse,0,test_headline,False,True,True,stable,False
G1_cooling_coarse_001,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,0d128a7b9fb6bafcb7fa19570f7e76535724f1b8366ecfbdd7cc2005edf3e54d,G1,G1_cooling,cooling,-1.0,1.55,1.5250000000000001,30.0,1.5,coarse,1,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_002,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,0f093cba0e1c40b54eb61fb7831b2e69569a3d44e68e972040ebb50fb1dc9773,G1,G1_cooling,cooling,-1.0,1.55,1.5,30.0,1.5,coarse,2,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_003,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,9aa086f2e95b6b04521cca342388dbb895d488b1e9df3e73f1dfc6a5afd4859b,G1,G1_cooling,cooling,-1.0,1.55,1.475,30.0,1.5,coarse,3,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_004,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,e137475cb50edd97b254e146cb90e80690a3a7dcc2e1be668b12f9932dcb1ab4,G1,G1_cooling,cooling,-1.0,1.55,1.45,30.0,1.5,coarse,4,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_005,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,2c8d9befed698d44d82d4691ff86083784a925ece42e7df828f0f9b5fad6ba55,G1,G1_cooling,cooling,-1.0,1.55,1.425,30.0,1.5,coarse,5,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_006,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,5d4d663987a86e89408b7885da82d829e76b4a1568237af612c2561c27eefd0a,G1,G1_cooling,cooling,-1.0,1.55,1.4,30.0,1.5,coarse,6,test_diagnostic,False,True,False,not_evaluated,False
G1_cooling_coarse_007,E:/Python demo/PINN/data/processed/q2_m1_protocol_selected_equilibrium_manifold_mve_v1/Q2-M1-PROTOCOL-SELECTED-EQUILIBRIUM-MANIFOLD-MVE-20260810-V1/G1_cooling.npz,8e7142c1dfdc6b40a1a42b1f75aefbd12d9dbe4a9186891905a0e0a814f85ecd,G1,G1_cooling,cooling,-1.0,1.55,1.375,30.0,1.5,coarse,7,test_diagnostic,False,True,False,not_evaluated,False
