seed,model,stage,step,learning_rate,coefficient,total,finite,elapsed_s,gradient_norm,one_projection_temperature,one_projection_potential,one_projection_current,one_projection_fixed_point_defect,two_projection_temperature,two_projection_potential,two_projection_current,two_projection_fixed_point_defect
20260809,H,2,848,0.0003,0.05884986678002499,5.153922601107948,True,75.61822409997694,41.880280114963874,2.6610177335379372,0.00038417621956887373,0.05000904371575015,0.33229247028153436,1.7408302753353346,0.0002411652175240429,0.03193418518196706,0.27836368483830637
20260809,H,2,849,0.0003,2.293909406057925,6.418213752339527,True,75.80669430000125,8.15225974957699,0.988978681179987,0.01842579483378212,0.9889392304708329,0.07822630934718637,0.9889844987596642,0.018250020017703036,0.9889845641714379,0.05351524750101
20260809,H,2,850,0.0003,1.7896729624417527,5.90486526111711,True,76.00412929998129,7.003927451260361,0.9906122963587062,0.01775012864424266,0.9898333795999639,0.07321714960830876,0.9903344974822907,0.017722838161681527,0.9898095330224885,0.04591247579767465
20260809,H,2,851,0.0003,0.3689794784096118,2.4167882928722877,True,76.18491599999834,2.5043761160215476,0.6608480926935957,0.0024252702319852233,0.17475456945375256,0.3584768688366122,0.4895679837473401,0.0024208803306589133,0.17145097791992156,0.1878641712488094
20260809,H,2,852,0.0003,0.005363124914343411,0.9850090570795615,True,76.36419029999524,43.56262123234659,0.4663782088277342,6.174745790135634e-05,0.004172067077311281,0.11757114012116406,0.304171566189316,4.000765638658813e-05,0.002714629168304955,0.08453656566709977
20260809,H,2,853,0.0003,0.44698597404912627,2.1950676674309424,True,76.58299919997808,24.713176628691016,0.6665712844952502,0.0032583673526300505,0.17473928706672337,0.13707869043027873,0.49324336632388516,0.003345023518275564,0.1712656000644022,0.09858007413037066
20260809,H,2,854,0.0003,2.2406491798998163,6.428715815845863,True,76.78417899998021,14.08690889315941,0.9922262908885066,0.017539371727958164,0.9897436243233582,0.1160361938163001,0.9913194757666756,0.017918266919841802,0.9896182554131133,0.07366515709029385
20260809,H,2,855,0.0003,4.443824735171973,7.914139463410071,True,76.9696019999974,7.04138704860292,0.8810590837622154,0.031377132831069826,0.66940579203703,0.24692687631911622,0.8064133943395033,0.030918346371342956,0.6653538105149254,0.13886029206289482
20260809,H,2,856,0.0003,0.4789402701434155,2.0951517307767924,True,77.14676149998559,7.045003654799162,0.6259551362240633,0.0003851390010386488,0.009625772732421684,0.3702956608225583,0.40912063592922115,0.00025314843497676676,0.0063805418786169596,0.19419542561048017
20260809,H,2,857,0.0003,0.6619989200394412,1.6581182526779015,True,77.33339970000088,30.11276973520925,0.45876967753464687,0.00022719461250626097,0.0010430002148268255,0.14008490646161495,0.29912252364487774,0.00014794423873242207,0.0006767999146087578,0.09604728601664658
20260809,H,2,858,0.0003,0.6013687395040366,2.234090357913038,True,77.52439559999038,7.3499116203706985,0.4080560717452702,0.007002482563633728,0.32903686979656954,0.09623183111949314,0.380414652054587,0.006549512446236887,0.3292181940135424,0.07621200466966851
20260809,H,2,859,0.0003,1.8230874867239075,6.078706435530831,True,77.76351319998503,1.5873600823396798,0.9809454639788241,0.018766595037459963,0.9878576376005211,0.15613921207509765,0.9835437268444395,0.018429206043286798,0.9883636427771894,0.12157346445010538
20260809,H,2,860,0.0003,1.258685729877117,5.0696482288090525,True,77.96560939998017,2.11378100812369,0.9306983241768171,0.014478550707507323,0.8299564977806249,0.18263398872052505,0.8948403957674116,0.014413139681069255,0.8282438529075349,0.11569774919044552
20260809,H,2,861,0.0003,0.03681595055162586,2.0867036148787674,True,78.15609689999837,18.34341128824785,0.944099795080421,4.1851480945092484e-05,0.009253606763524476,0.29204546543621407,0.6157859619028899,2.708195916798628e-05,0.006051123452261509,0.18258277825171762
20260809,H,2,862,0.0003,0.022755724689923068,3.510608868320802,True,78.33810500000254,42.810300680602204,1.7753781403083375,0.00015210163755341338,0.024195767438237037,0.28454492353522626,1.159470697501009,9.740529531910364e-05,0.015641003429848876,0.22837310448534742
20260809,H,2,863,0.0003,1.2167053635936407,5.9751035987622565,True,78.51460679998854,19.060957691541443,1.9185547078469238,0.009582545518596651,0.5238739065782385,0.1951041068709757,1.4266738795606164,0.009349187134183102,0.513190898298716,0.16206900336036562
20260809,H,2,864,0.0003,2.177189619377193,6.383619710225654,True,78.70758709998336,14.09131447581425,0.9926834368537304,0.017959654458459266,0.9899234504889917,0.12741298703466655,0.991675373350381,0.017982317520359014,0.989793710619852,0.07899916052202045
20260809,H,2,865,0.0003,1.183442947081493,4.601710574351303,True,78.90044099997613,7.17020369226453,0.8814071645998137,0.011141578833850386,0.6681502976781105,0.24428088263347916,0.8057984579293137,0.0111163638409799,0.6653773590288361,0.1309955227254272
20260809,H,2,866,0.0003,0.02896845215420951,1.24797129941538,True,79.0970793000015,24.438474073883427,0.5169197163193932,3.992152586923392e-05,0.0037740368190964497,0.22786193328865337,0.33686374709596456,2.5886618821141413e-05,0.002458863303596723,0.13105874228977596
20260809,H,2,867,0.0003,0.004655130332659301,0.397862799238055,True,79.2869654999813,6.097489877804135,0.17458623371783097,4.803072621732741e-05,0.002146095984336455,0.06123436247776792,0.11404232958892258,3.1141958691607896e-05,0.0014020486917715152,0.03971742575985735
20260809,H,2,868,0.0003,1.6850515189194641,5.1531012739267865,True,79.50427889998537,9.890438544549216,0.965109022596719,0.012334834484282374,0.6661518814655005,0.17282482441397415,0.8596656297056186,0.012741384732989988,0.6638174030600154,0.11540477454822247
20260809,H,2,869,0.0003,3.866050187694551,8.115368065441999,True,79.6859967999917,10.768167836534001,0.9917620017778104,0.030061761956402935,0.9882779740518207,0.14129999028185455,0.9909858046450389,0.02992159385222214,0.9881681145341479,0.08884063664815058
20260809,H,2,870,0.0003,1.8116529443946348,4.015136644645281,True,79.95540579999215,5.503533535043145,0.7138249335323544,0.009958089077855366,0.1839000397094245,0.3816721453495906,0.5264245646835023,0.00962482503068571,0.17727148389274613,0.20080761897448737
20260809,H,2,871,0.0003,0.8631699804640687,2.1714790124562025,True,80.29945910000242,12.42225011386626,0.5499250541509809,0.00020668176064045165,0.002296078290208519,0.2511837589693024,0.35829767443362764,0.00013456282451285964,0.001496078420695414,0.1447691431421653
20260809,H,2,872,0.0003,0.10197932574463787,0.5441516220104573,True,80.84013469997444,4.997565749515292,0.19770714324795038,0.00024166667591372983,0.000640845657166322,0.06903499763539657,0.12885212191987475,0.00015715845281397958,0.0004193761872836779,0.045118986489419984
20260809,H,2,873,0.0003,1.5751272103008052,5.235291773940759,True,81.93093159998534,7.866824792291136,0.8555508412576311,0.01626753844579318,0.8226174066694828,0.15785787296401876,0.8441927776020526,0.01568809806875378,0.8231302905499538,0.12485973808226726
20260809,H,2,874,0.0003,1.69848709515817,5.895578765094853,True,82.49322029997711,0.6725596131674633,0.9845088143319365,0.01819880460225376,0.9890999503970125,0.12178839593262081,0.9861871905553653,0.018084108492038672,0.9892995163004302,0.08992488932502589
20260809,H,2,875,0.0003,0.5300874762835642,3.0284495190619674,True,84.48045979999006,6.592137079190306,0.7516840623310651,0.005420079238976074,0.3392531275429665,0.2960988113853789,0.6062349895587503,0.005409467928227666,0.3361142535702806,0.15814725122275816
20260809,H,2,876,0.0003,0.009862479214235999,2.5261622630318206,True,85.62082059998647,39.81322162394908,1.2594325503293913,7.327051187554531e-05,0.012759536859702006,0.23301885008976542,0.8215311260087231,4.7262310108680314e-05,0.008276994655220278,0.18116019305279774
20260809,H,2,877,0.0003,0.04315390429195515,4.203951528204694,True,86.15817409998272,39.80000659584477,2.141836139740516,0.0003079599501920226,0.04011442534989299,0.303110024830658,1.4011922328067348,0.00019460296079091261,0.025729164087591194,0.24831307418636273
20260809,H,2,878,0.0003,2.4025393003963447,6.593182361936999,True,86.68650979999802,10.320888468629578,0.9910171581232671,0.018269781140022905,0.9893153653711829,0.11959958409428179,0.9904009374763141,0.018156990927497365,0.9892461447320166,0.07463709967607171
20260809,H,2,879,0.0003,1.8592271839107426,6.052979231560696,True,87.11227539999527,14.366323561096115,0.9925425593992552,0.0176854676221751,0.9900182505484189,0.12129936801929501,0.9916331146891166,0.017681324993866643,0.9899352351100429,0.07295672726778296
20260809,H,2,880,0.0003,0.37203481887236695,2.444861552552642,True,87.58146449999185,7.503195065871062,0.670434212376492,0.0024237531074607116,0.17486645536756076,0.364346527527287,0.4958174134490521,0.002419895440181228,0.17152398957590642,0.19099448683633433
20260809,H,2,881,0.0003,0.0044833995140986195,0.6459226957686488,True,87.93457369998214,19.563266915086793,0.29060282568729084,5.463552608822754e-05,0.002747820650806124,0.0941919653828534,0.1895669574636265,3.545379864543728e-05,0.0017923026081381691,0.06244733513710149
20260809,H,2,882,0.0003,0.45509137856639487,1.9432143422817556,True,88.16189219997614,6.417699568475758,0.5249905311957902,0.0032161410745211207,0.17194608609719877,0.12793684124412763,0.4005657487444119,0.0033141738244710332,0.16946605901558584,0.08668738251925417
20260809,H,2,883,0.0003,2.2922384841312486,6.543542257864839,True,88.34668879999663,15.136962560026644,0.9931344554331988,0.017450449508502063,0.9898643934074065,0.15528284566482883,0.9919408846156301,0.01784755722394832,0.9897030836303697,0.09608010424970638
20260809,H,2,884,0.0003,4.4566655602540495,7.932085728523467,True,88.54357680000248,7.720384684722902,0.8812517306303796,0.03138316408356757,0.6694278302369372,0.2501832393291996,0.8065440813874784,0.0309226386913562,0.6653685885279219,0.14033889538257624
20260809,H,2,885,0.0003,0.46711008338483456,2.081063810957433,True,88.74330929998541,7.115697670978318,0.6252092855220027,0.00038516607981930453,0.009620769782659105,0.36958554285580497,0.40863436479068205,0.0002531659088682552,0.006377270232512722,0.1938881624002491
20260809,H,2,886,0.0003,0.6577387419337909,1.5453420770174617,True,88.95853839998017,20.818838410057218,0.404002177869939,0.00023870655977192845,0.0008470055551961075,0.13063126179531354,0.2633361403952259,0.00015548156454961375,0.0005516573255475072,0.08784090401812689
20260809,H,2,887,0.0003,0.6284698442789434,2.2647045200345772,True,89.214415800001,16.243489336573163,0.41274401504023417,0.006843641594014644,0.32938767081666054,0.0952566293533356,0.38354704058077366,0.006469777736038947,0.3294416615993319,0.07254423903524405
20260809,H,2,888,0.0003,1.9086220897797823,6.1011865150245495,True,89.57601540000178,1.2511107296804533,0.983576726621294,0.018561681521313926,0.988342108124027,0.11929498756760297,0.985364279147782,0.0183114345311372,0.9886788184736681,0.09043438925794177
20260809,H,2,889,0.0003,1.3040188508255273,5.0889403835513844,True,89.80950609999127,2.9025744009655154,0.9329436528486189,0.014425661087466643,0.8301420429106702,0.16759316432055518,0.8963425583784549,0.01438040744296856,0.8283659289108104,0.10072811682631345
20260809,H,2,890,0.0003,0.03551214327895462,1.810663942614109,True,90.0279770999914,16.285545228470426,0.7896437057771101,3.354534558796845e-05,0.007898846609190956,0.28517473840288193,0.5150805101194126,2.1747691878289893e-05,0.005176759250491708,0.17212194613860102
20260809,H,2,891,0.0003,0.01513795741529978,2.7173567152457787,True,90.26733360000071,41.49149146004725,1.349502145792074,0.00011839678056217057,0.018374076667025677,0.247695203162428,0.8813454558254167,7.60560614313419e-05,0.01190601721952593,0.19320140632201466
20260809,H,2,892,0.0003,1.2394803377060335,5.644043905611664,True,90.55180519999703,17.607645339256003,1.7214252377009733,0.00948676542628901,0.5196713595242225,0.18537285679847135,1.2976273154726614,0.009292499758860368,0.5105818610284724,0.15110567219567944
20260809,H,2,893,0.0003,2.2300206075631004,6.5207362897891645,True,90.87163270000019,14.654350604371372,0.9936964745018603,0.017923651857204997,0.9900455120129997,0.18043370349460552,0.9923637251611206,0.01795863851590055,0.9898791713024799,0.1084148053798924
20260809,H,2,894,0.0003,1.1914952121956928,4.626999423044108,True,91.1662834000017,9.43889334036802,0.8817408327164791,0.01112863240846277,0.6681777763719348,0.25468198461223834,0.8060218071299472,0.011108161162453367,0.665395852791535,0.1372491636553648
20260809,H,2,895,0.0003,0.027651577681551864,1.103196129635802,True,91.42849609997938,23.019468591530455,0.4462307153037754,3.490152114350929e-05,0.00310843252175652,0.2135029090070559,0.2907658725950084,2.2643138102650135e-05,0.0020261255171417345,0.11985295235026587
20260809,H,2,896,0.0003,0.004944707440324012,0.5212192860602692,True,91.6928224999865,21.389033341584348,0.2211258263373772,4.5885329976934894e-05,0.0028518553493342776,0.09042241393505106,0.14442638576753244,2.978370680050229e-05,0.0018653650535287597,0.05550706314034401
20260809,H,2,897,0.0003,1.685424080190278,5.055102130447771,True,92.09029369999189,9.812479191463954,0.9151553419092299,0.01232318777997734,0.6651157854774105,0.16515759222466528,0.8269619041668727,0.012734136960016672,0.6631487880188731,0.10908131372044717
20260809,H,2,898,0.0003,3.8690499471850317,8.117027848331276,True,92.83661859997665,10.607694083757977,0.9916846293691561,0.030060111876521235,0.9882712164666608,0.14048291250276176,0.9909338954271713,0.029920476071349355,0.9881635732095205,0.08846108622310138
20260809,H,2,899,0.0003,1.7960961339465047,3.994074515480476,True,93.30146629997762,5.569677338201058,0.7134279361568515,0.009957992404050754,0.18387821728966547,0.3783691606283533,0.526159904459397,0.009624697109733116,0.17725653676441078,0.19930393672150934
20260809,H,2,900,0.0003,0.8561871872137402,2.175554593506008,True,93.52993560000323,13.82026545560462,0.5579948255040559,0.00020707858600439594,0.002317787353450408,0.24896266192924818,0.36356387232677223,0.00013481221291183055,0.001509972154863552,0.14467639622496112
20260809,H,2,901,0.0003,0.10010986667208843,0.538112825906735,True,93.72701549998601,4.660430674065872,0.19648354134704304,0.00023915719271710046,0.0005054135843632223,0.06775742260056118,0.1280497412767836,0.00015547790693449195,0.0003310365220594409,0.044481168804184464
20260809,H,2,902,0.0003,1.634224507507077,5.251922871573738,True,93.93259139999282,7.737954847275146,0.8529296443765672,0.01602768112924791,0.8230176824912253,0.1373119851953584,0.8425780467033138,0.015557821608796334,0.8233875705710374,0.10688793199111406
20260809,H,2,903,0.0003,1.7613563798709826,5.887935315080638,True,94.1112054999976,1.0213166764594517,0.9866712212583616,0.01810871751186365,0.9893546882914953,0.08002251427225433,0.9876515337282855,0.018028784762311425,0.9894675639566118,0.05727391142847273
20260809,H,2,904,0.0003,0.5417049398977606,3.0660156116134645,True,94.29431879997719,5.896106412989168,0.7568929656328155,0.00541231568860457,0.33932335621845167,0.30786551730071,0.6096370729408317,0.005404503952119047,0.33616093748677844,0.1636140024953927
20260809,H,2,905,0.0003,0.006503614212414719,1.9261222716138864,True,94.5059718999837,39.41008657480717,0.9388878263966091,5.5736520512025425e-05,0.009428419100506924,0.20164825999615762,0.6124250746911464,3.6016847390728125e-05,0.006125594485555964,0.15101172936359297
20260809,H,2,906,0.0003,0.03384649571090758,3.573455353587131,True,94.71258199997828,38.5191234491251,1.8019276235317163,0.000259593191281865,0.03376759910012583,0.2786187896336383,1.1788486358393264,0.00016468488319240282,0.021716849287296402,0.22430508240964664
20260809,H,2,907,0.0003,2.43525170814778,6.653002663499904,True,94.91703199999756,10.811337729944674,0.9915862636298267,0.018222944255973702,0.9894172715831182,0.13682877014934117,0.9907958753542943,0.01812851319271922,0.9893177276472537,0.08345358953959696
20260809,H,2,908,0.0003,1.873408126693341,6.095136599148779,True,95.09968200000003,14.689285118048993,0.9929104295715868,0.017669234755619784,0.990054579040347,0.13862877504008778,0.9918809517342639,0.01767079739191723,0.9899601863793389,0.08295351854227719
20260809,H,2,909,0.0003,0.36535815547627887,2.4363314747745037,True,95.3106280999782,7.6084553146173315,0.6699297012265205,0.002423767833886302,0.17486276846150015,0.363637874458638,0.4954886106914187,0.0024199052917200895,0.17152156682077993,0.1906891245137613
20260809,H,2,910,0.0003,0.004834644966466811,0.65764635297231,True,95.50057370000286,16.565723606093265,0.2903052160314719,5.399687635169369e-05,0.0028914475113787958,0.10238743434948949,0.18939562824021816,3.505078038655882e-05,0.001887381076071306,0.06585555314047518
20260809,H,2,911,0.0003,0.4519453503100581,1.9077739918812784,True,95.71630189998541,4.6840599321775365,0.5061378047723141,0.0032128048657574203,0.17145246979345366,0.1287130660184617,0.3882004237153745,0.0033132818293090797,0.169148526016887,0.08565026455966292
20260809,H,2,912,0.0003,2.2804209674042255,6.514511392721731,True,95.89966779999668,14.898915904129558,0.9929078954175156,0.017468303475335678,0.9898334911993537,0.1445101705668166,0.9917858375363352,0.017862867158666404,0.9896813029177806,0.09004055704570153
20260809,H,2,913,0.0003,4.45433573881879,7.919894263018731,True,96.08336769999005,7.566905350626061,0.8805753815019095,0.03137937120330035,0.6693847289735876,0.24425418782831124,0.806092141207461,0.03091985464620378,0.6653392449916045,0.13761361384756368
20260809,H,2,914,0.0003,0.45271915079653313,2.0497442691517547,True,96.2755147999851,7.054994557293183,0.6193911706556449,0.00038563513455474333,0.009560268738581429,0.36465012193787016,0.40483910570848164,0.00025346897824731564,0.00633776012590623,0.19160758707593462
20260809,H,2,915,0.0003,0.6499970212546112,1.5883635011766786,True,96.4741063999827,25.423433287635245,0.4301601876062273,0.00023449729097252783,0.0008037302453540287,0.134567755523967,0.28041658574192374,0.00015271904024291235,0.0005225759689862844,0.09150842850439367
20260809,H,2,916,0.0003,0.649415321501048,2.250770434350083,True,96.6990598999837,4.909108319276259,0.4027108271209659,0.0067221366325678844,0.32941773966739396,0.08506256163660009,0.3770227549699415,0.0064049263038296915,0.32945860619914,0.06455556031859629
20260809,H,2,917,0.0003,1.9771838380054332,6.111854181600995,True,96.88034849998076,0.9728663726672429,0.9855362813497243,0.018416904915132735,0.9886809885275177,0.08499418574322264,0.9867163337180473,0.018226264478223744,0.9889028214437768,0.06319656341991665
20260809,H,2,918,0.0003,1.3414058699389662,5.106635101811973,True,97.06296319997637,3.723414531725446,0.934559557196752,0.014385437084801117,0.8302743417724407,0.15614788904619814,0.8974236198499123,0.014355150919717077,0.8284537618734024,0.08962947412978335
20260809,H,2,919,0.0003,0.03468454325651275,1.5838349534045835,True,97.24486799997976,16.8859188450894,0.6668019836452657,2.696441095772039e-05,0.006820501154964205,0.27533255391495953,0.434989240801414,1.7508697620998064e-05,0.004478693297654557,0.1606829642252339
20260809,H,2,920,0.0003,0.010295922014383146,2.0816418306026154,True,97.42346659998293,40.61320023475652,1.0156653974332588,9.206376464896879e-05,0.013859470485824239,0.2100206161025712,0.6633354867905813,5.927154547528024e-05,0.008996755073083585,0.15931684739278915
20260809,H,2,921,0.0003,1.2465860383908969,5.366861518053069,True,97.60398549999809,16.755629508493985,1.5628025511697359,0.009428695402166747,0.5163115745386427,0.17778595636767258,1.1937863595714218,0.009257458507715826,0.5084765517545256,0.14242633235029076
20260809,H,2,922,0.0003,2.249813307340151,6.574226410751114,True,97.78488439999637,14.60577407507939,0.9940553817161412,0.01790303446411454,0.9900887428464644,0.20205518691903102,0.992607662008587,0.017945104753055687,0.9899096374358751,0.11984835326769326
20260809,H,2,923,0.0003,1.185003675623418,4.620025933545839,True,97.96627679999801,9.584386133256343,0.8817462378978118,0.011125522961836712,0.6681793518604247,0.25418959744325176,0.80602568813871,0.011106191176938751,0.6653969062665316,0.1372527621769156
20260809,H,2,924,0.0003,0.025735850320851825,1.06678733278344,True,98.1476325999829,22.90192503072985,0.4302666752690248,3.316790960322496e-05,0.002958928976541762,0.20877913239039156,0.2803557926716403,2.152043601339371e-05,0.001928804360266243,0.11670746044910692
20260809,H,2,925,0.0003,0.005769691151631243,0.6190959589903651,True,98.33054649998667,27.432761167036094,0.25931107663797687,4.65032000168121e-05,0.0034140965270303574,0.11170171332431382,0.16936392308762027,3.0200245703077407e-05,0.002233817729456334,0.06722493708661624
20260809,H,2,926,0.0003,1.6802369833547648,4.988816137746928,True,98.51581089998945,9.748563547694278,0.8886539114600188,0.012322813457185647,0.6645560528383286,0.15538042466634167,0.8096088434645724,0.012736404303188988,0.6627858065091191,0.10253489769340669
20260809,H,2,927,0.0003,3.8693143794797824,8.11227278469964,True,98.69940549999592,10.33383714914005,0.9915295671111121,0.030062372257490626,0.9882562886334639,0.1373700869497294,0.9908293402586411,0.029922375803749308,0.988153410840349,0.08683496336532193
20260809,H,2,928,0.0003,1.7824338015775758,3.9745190751864463,True,98.90145029997802,5.653062533938636,0.7129178413644431,0.00995790107976713,0.18385029436972103,0.3749462425746732,0.5258198370648116,0.009624566450540295,0.17723741760312883,0.1977311731017851
20260809,H,2,929,0.0003,0.8493306016789587,2.1811973483049294,True,99.1021453999856,15.117951682647387,0.56658367215428,0.00020730813611250385,0.0023326465173482236,0.24715457805490756,0.36916844812929667,0.00013495339030414233,0.0015194145019786184,0.14476572574174315
20260809,H,2,930,0.0003,0.09785527807939949,0.5381809891604988,True,99.29365710000275,10.528815410721311,0.19801927132983319,0.00023707877704289793,0.0004966811512262047,0.06753066412285662,0.1290572872394423,0.00015407337093060387,0.00032490292483528953,0.04450575216493221
20260809,H,2,931,0.0003,1.6905023361696212,5.265382393265404,True,99.50580409998656,7.5560884440917935,0.8508170837940514,0.01582667632709869,0.8233490122539746,0.11578225684004877,0.8412797513612542,0.015446196928912146,0.8236040696770597,0.08877500991338293
20260809,H,2,932,0.0003,1.8207187165968601,5.87322998695808,True,99.69460069999332,0.7295605505873693,0.9885884109116555,0.01803060282057169,0.9895710560826451,0.03531271860731492,0.9889482526338705,0.017979995460611266,0.9896120767810332,0.024468157063517255
20260809,H,2,933,0.0003,0.5529768160170098,3.110007817522654,True,99.8763802999747,6.219451160141329,0.7604386528471171,0.0054055076516768925,0.3393741252309362,0.3253004737470872,0.6119535990883164,0.00540012202263897,0.3361947795529139,0.17296374136495773
20260809,H,2,934,0.0003,0.00429995643814342,1.3698911171361354,True,100.06299219999346,39.21116968773459,0.6502979777196628,4.051099729400901e-05,0.0064526709699671446,0.16334746863679253,0.4241693965202713,2.621843001948946e-05,0.0041979129625590896,0.1170590044614256
20260809,H,2,935,0.0003,0.02617513285674219,2.9902721023900773,True,100.24640169998747,37.44269996108374,1.491951347423037,0.0002163259923075247,0.028053067594338885,0.25104824927598063,0.9760939537055838,0.00013769348322196256,0.01808389970118758,0.1985124323576777
20260809,H,2,936,0.0003,2.456871220519431,6.6933330214090505,True,100.42563949999749,10.997906493955423,0.9919664171521498,0.01818523230396867,0.989485693019707,0.14881149650829906,0.9910598238626188,0.018105406909862426,0.989365937916847,0.08948179321616705
20260809,H,2,937,0.0003,1.8772854996371633,6.108395809883065,True,100.61115669997525,14.76814899851446,0.9930241331534981,0.017658227904437756,0.9900675635226741,0.1445007427758433,0.9919580079275016,0.017663640504047524,0.9899692023446641,0.08626879211323457
20260809,H,2,938,0.0003,0.35712651064681195,2.418397889264766,True,100.79782559999148,7.734787494196273,0.6664148354721738,0.0024240212269938366,0.17483389658949114,0.36107802875617034,0.49319770456163775,0.002420070252334817,0.17150270112725285,0.18940012063189907
20260809,H,2,939,0.0003,0.00542728175218257,0.6969394726460809,True,100.98331099998904,16.365236600221383,0.3047543319977705,5.4719301411201535e-05,0.0031121390154272947,0.11184604925584735,0.19883189349813588,3.552506803768458e-05,0.002032025427860291,0.07084550732940809
20260809,H,2,940,0.0003,0.45137557872235906,1.8990622072178767,True,101.18508799999836,4.646628868054452,0.4980991046786119,0.0032068547826762223,0.17122203701874705,0.13297596759555913,0.38292067999744367,0.0033098487278159835,0.16900183318187276,0.08695030251279089
20260809,H,2,941,0.0003,2.2811315975362136,6.514027389700392,True,101.370428299997,14.892790463782521,0.9928963816472542,0.017465472873060172,0.9898308953480898,0.14376859151600663,0.991777886917784,0.01786163363865065,0.9896794591099782,0.08961547111335506
20260809,H,2,942,0.0003,4.457310209580021,7.917377612573335,True,101.56171589999576,7.644453486969536,0.8800400696853915,0.03137797575672243,0.6693541611315083,0.24112848411841173,0.8057350748106131,0.03091882869321577,0.6653183653063658,0.13619444349108475
20260809,H,2,943,0.0003,0.44124441025554245,2.027174700382318,True,101.76191039997502,6.865561432619576,0.6156446944490828,0.0003859716165041179,0.00951610952699615,0.3613337401297638,0.40239522448329784,0.0002536863120761251,0.006308928408265063,0.19009193520078962
20260809,H,2,944,0.0003,0.6427328776701283,1.589285031711455,True,101.94701479998184,25.74511415921837,0.4344170166725634,0.00023421976625421766,0.0008263681608034678,0.1351340461998288,0.28319207231280125,0.000152534566175714,0.0005372745698270298,0.09205862179307289
20260809,H,2,945,0.0003,0.6709541338730336,2.258942577742645,True,102.13656009998522,3.775678417962533,0.4018613642775415,0.006619498335631686,0.3295823456259117,0.07872340148403142,0.3765067823140993,0.006349524781626034,0.32956550688140795,0.05878002016936163
20260809,H,2,946,0.0003,2.045945682342257,6.122580963103047,True,102.32118339999579,2.197418097646821,0.9873654230748375,0.018290615506535556,0.9889820203751634,0.05001188304452934,0.9879757999945737,0.018150557838358162,0.9891044643989418,0.03675451652785106
20260809,H,2,947,0.0003,1.3785689415019906,5.137572238658814,True,102.50511459997506,5.539592227946028,0.9359732246472268,0.01434943596522695,0.8303890470755323,0.15259306254823554,0.8983693565268737,0.01433226811120282,0.8285305269499178,0.08446637533260803
20260809,H,2,948,0.0003,0.03437009262109764,1.3604179506920067,True,102.69460819999222,17.308210733873192,0.5507360348905616,2.103147337697475e-05,0.005811054818251689,0.26007605189627714,0.35931759200987384,1.3678348331115134e-05,0.0038236524598459294,0.14624876217439084
20260809,H,2,949,0.0003,0.006732085713192893,1.4783440923223357,True,102.87709850000101,39.83815371386896,0.7072277823584084,6.957502469129451e-05,0.009716099668228282,0.16498969524169255,0.46191691447098476,4.487994738297667e-05,0.006317100730975609,0.12132995916677891
20260809,H,2,950,0.0003,1.2519856020058393,5.103178025596115,True,103.05317649999051,15.894931014137443,1.4139263383702012,0.009377400150697575,0.5132015304713383,0.16941036896471404,1.0963309083804311,0.009226238844018459,0.5065149914599862,0.1332046469488888
20260809,H,2,951,0.0003,2.263489936315371,6.611465345994554,True,103.25213479998638,14.463132692757855,0.9942922364538479,0.017885891457730955,0.9901174434156342,0.21732334811588191,0.9927687103546413,0.017933850273437336,0.9899299380020233,0.12772399160598438
20260809,H,2,952,0.0003,1.175962396174438,4.6057671204821915,True,103.47228499999619,9.701021494247566,0.8816816592026783,0.01112440005891025,0.6681755706262433,0.25078143935321573,0.8059828154853631,0.011105483798709763,0.6653943442916832,0.13555901149094918
20260809,H,2,953,0.0003,0.02384598896164379,1.0532088214124347,True,103.66048929997487,23.091489008412978,0.4255583908351465,3.229252983317147e-05,0.0029129093304020057,0.20628889230684788,0.2772858559861617,2.0952598976423618e-05,0.0018987881418004527,0.11536475072162276
20260809,H,2,954,0.0003,0.006687722086622852,0.6994644200637327,True,103.84447889999137,27.186967855704744,0.29049933341703665,4.7689026718546826e-05,0.0038637095300216966,0.12926402179661722,0.18973509184353765,3.0981264049750544e-05,0.0025285369199027183,0.07680733417922563
20260809,H,2,955,0.0003,1.6806992366150793,4.944800336870688,True,104.03048950000084,9.72279862704036,0.8670736219466235,0.012314583044366513,0.6641111364622508,0.15080220941198777,0.7954806960964252,0.012731609653967052,0.6624976721524941,0.09908957148749403
20260809,H,2,956,0.0003,3.875544396158116,8.119676918283027,True,104.20892879998428,10.34784863792999,0.9915357576608018,0.030060136080449537,0.9882572294877169,0.13811229726939478,0.9908337577282325,0.029920842242464035,0.9881541009684137,0.08725840068743716
20260809,H,2,957,0.0003,1.7711252967222055,3.958568595083328,True,104.38907689999905,5.714564477210027,0.7124094930789546,0.009957844537454961,0.18382266607816167,0.37238000742963057,0.5254809349715701,0.009624475377904918,0.1772185044643608,0.19654937242308504
20260809,H,2,958,0.0003,0.8441232524348045,2.172909709629022,True,104.56769450000138,15.628519233505923,0.5667050621062683,0.00020754498743755784,0.0022852803068858364,0.24479112573906595,0.36924721667565824,0.0001351046883175159,0.001488486078446702,0.14392663661213775
20260809,H,2,959,0.0003,0.09586552065277926,0.5309843634245225,True,104.76792829998885,10.284393390068216,0.19547283924825218,0.00023865022814426455,0.0005092993031166057,0.06695989058527083,0.12739032528741726,0.00015508184771952593,0.00033357800820623095,0.04405917826361636
