path,base_path,file_type,size_bytes,sha256,last_git_commit,referenced_by_other_files,reference_count,reference_check,route,lifecycle,frozen_evidence,unique_information,disposition,disposition_reason,replacement,recoverable_from_git
docs/codex_reports/m40_qiu_vo2_e0_results.md,,md,2807,78E40F6609C1C2D84FCCF4A19A20C5FBED98A7C8273AE47DAB2D138146C9E935,5e68d3bf25bcbe30bdce4840f9130c096a0177e1,yes,11,exact_repository_path,retired_real_device_bridge,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/m40r_qiu_e0_repair_results.md,,md,4872,4399EBE2C4FD36C92E993BB4E8ECF652A790846CCB0FF0872E848FE4169DFBAF,c277d0ecbf2199421caf588bbdfc4c80e535e7fa,yes,8,exact_repository_path,retired_real_device_bridge,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/m40r_qiu_mesh_forensics.md,,md,1096,783F5412E06BA0362FA0B0C051C5535DF1E812987ABCF8E31C3437180C462546,b935631c13ca288961e1bf72ed37782418693e54,yes,6,exact_repository_path,retired_real_device_bridge,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/n0_cv_e_v3_report.md,,md,6850,A204F6AC9F7B0F3247D670CB337F118B87E66D1D6B9BC505344523958DA76342,b3800fd55dc1e2fd08ca802efc73d0e0bc7fab7a,yes,3,exact_repository_path,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/n0_cv_e_v3_semantic_amendment.md,,md,1721,AD91C22DC9DF65DC76AE4382DC4C4977BA56E17D355D0241264CB986F5A35B34,18b703a366663b83947e8b84143481a99854362a,no,0,exact_path_and_unique_basename_checked,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/n0_cv_e_v3r_optimizer_forensics.md,,md,3812,AED10E6F79595D36DB330B0807E05AFEBD4BEDFBE8944777512FC5A67155E2B5,a7c108e3980953ced24d2de86ce7afc340e65a88,yes,2,exact_repository_path,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/n0_full_pinn_bounded_repair_v2_report.md,,md,6681,DD7B83C700EB99DB6C1D8CA741F1CCA563BBF5A4AC48BD7C980AA0CF3C4E779A,e3f5765801991ebd1006dc762f8804a48e2d7a5a,yes,4,exact_repository_path,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/n0_optimizer_forensics_sid_discovery_final.md,,md,6587,F1CEB47FEBE36ECDB195886CF57DAEE94FFFF68533CA3643D556FD1D223555CF,a7c108e3980953ced24d2de86ce7afc340e65a88,yes,7,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/n0_r_v2_evidence_integrity_audit.md,,md,1835,C6268CC22F39EC968A571C7D14AE2E7FD6CEDD695CCC551F66A7B5CC1911A0B1,b3800fd55dc1e2fd08ca802efc73d0e0bc7fab7a,yes,1,exact_repository_path,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/n0_teacher_equation_compatibility_v1.md,,md,1648,306F9BCA3AC46F0B4EC64851CD07935575ED075AAC44B2758CEFC0D3901E24CF,e3f5765801991ebd1006dc762f8804a48e2d7a5a,yes,1,exact_repository_path,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/oasis_pinn_evidence_actualization_v7_report.md,,md,5178,02EA3B3ADFF70F76C1209B0CBDFC0A696753CCA255D144EF83432E1A92EEAFF3,4cd4658bc9a2f2e429bfea09c5f1837b3110241e,no,0,exact_path_and_unique_basename_checked,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/oasis_pinn_multilayer_sandwich_and_high_risk_resolution_v6_report.md,,md,5037,0E55C910B480DD921BD52016ADF8EEF4ADE560C64AA9726D7F6770480F4A5033,c29ba2b10641d1b1a856009b47641a78f17f32b3,no,0,exact_path_and_unique_basename_checked,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/ode_spotcheck_manuscript_lock_and_quasi_2d_preflight_report.md,,md,7141,A7A660476DBF0CB61EA7CEB0DDA8612B25FE0528F8F625700F4DE9B9E4956050,daafc252ced0e3cf4888fd37c599669382560735,no,0,exact_path_and_unique_basename_checked,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/p0_clean_replay_portability_and_asset_closure_2026-07-22.md,,md,3812,9F6E2B3DBF1A48863E8529D6FB4AE1FB155732E0C06ABF4C5B65ADC652E1652C,a3095e1928c305ade13a1549cd950c9412a449ad,yes,1,exact_repository_path,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/phase_activated_multidomain_oasis_v9_report.md,,md,5560,ACE1B061E045FAE2C71849B637D5212FA4F76D423BFE3944CA570D398D20F218,8a4f07ed7c506ccaad2d00b0f10225e0f157553e,yes,1,unique_basename_fallback,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/pinn_identifiability_audit_report.md,,md,2426,6C1E236CF77985190DC444C6B74E0E66B78A81793C7B3B17B1C3E0B9BF5D39B2,51e1056ed5e74ad4f1dca181d6c70aec59bb1784,no,0,exact_path_and_unique_basename_checked,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/pinn_inverse_v0_ablation_audit_report.md,,md,3477,04864B932CC0F076D2585C3C8B30002DE6A769D40613D0B3DBB726C0E890269B,44bf789356ca39e682a52e9a5f19a0f33fe9e3d9,yes,2,unique_basename_fallback,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/pinn_inverse_v1_1_report.md,,md,3790,3395284B1752FB178A2D2927CA9CE54C71609B2B3B8A13449B6A39D12BC92F66,994253aae21377e15947731802e2e272e186e759,no,0,exact_path_and_unique_basename_checked,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/pinn_inverse_v1_physics_report.md,,md,5423,FBE041422F511572E71A77D2C3675F8F90C26E2490264D052EBB86E3856393D2,445d488947592521529c20dc506e3a1f99ca01d5,no,0,exact_path_and_unique_basename_checked,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/pinn_inverse_v2_f_sps_baseline_report.md,,md,4402,813654E31AEB2C4F8F06F1FB149F887DCF1DA1570639ECC6939FFF3DF7D7F603,90ac91ef18f5e699fa6419976a4bf191e1b216d4,yes,1,unique_basename_fallback,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/pinn_inverse_v2_f_sps_smoke_report.md,,md,4374,43A8CAA34335B32D664A2C50F90C52E5120C012F9755A53F77210A17D8C573EB,59872397d4a9c5eadc8c0ba6f67bb0e28ace3b13,yes,1,unique_basename_fallback,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/pinn_inverse_v2_fourier_ablation_report.md,,md,4064,4FDC565342DCB732D4A1EC6F599CE6F6962FA211B5CD52F3494AB6DFAC6A6ABE,3463a295e29c76a2f518e838a4fe8f4017edac4d,yes,1,unique_basename_fallback,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/pinn_inverse_v2_phase_transition_stress_report.md,,md,4076,B372065EDE18A500BE99221A8BBC1B99002F7EDEEFB0A7822358CA3E84C3780E,5c7c2f6b0ca8dc832f1066730ae20cab1cd8d99c,yes,2,unique_basename_fallback,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/port_physical_2d_inverse_and_stiffness_gate_v3_report.md,,md,7399,9AFBB6514C7BB5647D8F0BD749F6A1C9CC7B9A3BF17434D6F8198E916DF46CEE,7d4f15d6e68ad2db829ee0e21248f2ed7cc40fe3,no,0,exact_path_and_unique_basename_checked,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/post_d1121e16_review_integration_report.md,,md,9946,14B34568E3E8AF8A3B44BAAFD86FDAD52460F6E6D3BC43F666F1D0B4292F3198,f14c0680dd7a8a0f5c2fe1738587edbb4502eafd,yes,1,exact_repository_path,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/post_d23a576_research_decision_audit.md,,md,14656,57068A20AA1ABF91BB14B3596C497768A3BAF45461B71DDCF1BFCBB497635AE7,73571ee7a6e69545b67d516654ccfbfa653323eb,yes,3,exact_repository_path,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/project_history_workflow_innovation_audit_f14c068.md,,md,12467,B8FEE6E7BB46F5170F9A525F7F31F5E0C6D3256B7383B30563D31BB6C7A4FD81,73571ee7a6e69545b67d516654ccfbfa653323eb,yes,1,exact_repository_path,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/project_sci_readiness_status_assessment_b3fbfc5.md,,md,12981,7EE086CF5C5335988582BAB7CAF8B12765105EEE5B90AFB8A2180424677E9FA4,98b111ab7f1d835a88b0fd9456d983a29e4fc0a9,no,0,exact_path_and_unique_basename_checked,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/prompt30_a7c_audit_and_cpcf_report.md,,md,12460,77C83E3104685238B226E9CE2E53663A8367AD2A1DD75969EACEA661EA66E3E8,4f55e482fca4e332d009b209772e4c56f5fb96ee,yes,2,exact_repository_path,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/prompt31_three_commit_cpcf_semantic_review.md,,md,12404,8764040DDE75393437A6D47A57FD7B48CF11DA47BE7315898200E8A8B92C152D,64d7e633f612552cf2378b28969ddced9ef2fc63,no,0,exact_path_and_unique_basename_checked,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/prompt32_scis_and_manuscript_semantic_lock.md,,md,10386,634E6A75FA44315137E513D94490049E474D27D07E7CE2E1D3DB1C237BF93CDF,664c3a0768e5de29fc68348827e18ed057b64862,no,0,exact_path_and_unique_basename_checked,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/q2_sci_delivery_contract_alignment_report.md,,md,2528,374922638FD8C6968911ACDAF4B4BD1070374B55DC894B5D8FF11CFB467821D7,e2e2669adfd66aacefacfbfceafcdfc18eafbbee,yes,1,exact_repository_path,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/repository_realign_phase0_2026-07-25.md,,md,5632,047969C09915DBD7B75B60601BE637D4C639F5706FD1ED98B8155381B58DB9C9,UNCOMMITTED_PHASE0,yes,4,exact_repository_path,historical_or_manuscript_provenance,CURRENT,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,UPDATE,"Created, renamed, or updated for the Phase 0 authority and Phase 1 route.",docs/codex_reports/repository_realign_phase0_2026-07-25.md,after_commit
docs/codex_reports/sci_manuscript_evidence_consolidation_report.md,,md,3019,59F86AE5FCADCB0D9395A95B352DE215D59488595740F33D7EFDC90273685C03,b3fbfc58ec23058351e7009e9a2797095faefd4a,no,0,exact_path_and_unique_basename_checked,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/sid_ec_oq_strict_review.md,,md,2683,3353BF012F66CF20E50C51287F2EFB7012403F84EEA6CC7667704C5F9B6F96CD,a7c108e3980953ced24d2de86ce7afc340e65a88,yes,2,exact_repository_path,historical_1d_or_inverse,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/source_contract_amendment_results.md,,md,1415,984D1D9795C2463FCB884D91D1A2557B2669829D3CB18BB4CC436FDEB6F8F603,09fc546c35486e5fb093492abdaba8f8d0a1707f,no,0,exact_path_and_unique_basename_checked,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/stiffness_continuation_phasefield_alignment_and_submission_positioning_report.md,,md,5832,F284BDC5C6960FFC9260BF4E1946F8BFEBA546C816FC8D37793C2FAA6F02A381,dccdd14e9dbf91b1172e93c5791e26e167f5571c,yes,1,unique_basename_fallback,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/submission_lock_results.md,,md,6969,DADEA6A810152BB2C6D303B17CD13A2974E40358B31404CBEEAC7438454E62B0,50bf5dca55966663bc6063e07913a6359a380872,no,0,exact_path_and_unique_basename_checked,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/codex_reports/vo2_protocol_quotient_full_pinn_v2_report.md,,md,5798,623C0D458D78977D37D8850A43012C5D3F21C789169AD8DBC0F55D7D70F2BF75,583cb441687001c7df9a8ee9d4d5cf45258f8efb,yes,2,exact_repository_path,historical_or_manuscript_provenance,HISTORICAL_OR_CUMULATIVE_EVIDENCE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/data_provenance.md,,md,4205,28F31FB28523769DF7121AB3D29ED1891D8208ADFACFE17BA3F2AA56B275DBF9,76970488118612f6ccf9c3cbf6cb17946ca0d999,yes,2,exact_repository_path,shared_repository,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/device_anchor.md,,md,853,4AA90C1E91BBB67DA7F7A8C15623A25AB33AA6E9FAAABAFE13620BFC2AC13158,b876e19c7f689ad9673feafea87b40494228f282,no,0,exact_path_and_unique_basename_checked,shared_repository,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/gamma_sub_calibrated_sequential_protocol_validation_report.md,,md,872,B2EA37EB88F151161356DEF540158F239871B8DC8CEDC21EBC17A2C22A87D749,922a9a624401f955553db3e17e0bd9b127fb273b,yes,2,exact_repository_path,historical_1d_or_inverse,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/gamma_sub_confounding_report.md,,md,4304,684E5F697E572A4E2501F0BCC3DA53AA1E922FDE0CA918765FDBFD5CD677CD23,ba8b936381a9e55b697d105fdf61302c8f948b9f,yes,1,exact_repository_path,historical_1d_or_inverse,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/gamma_sub_constrained_inversion_report.md,,md,3114,40DBF9A4378B331A44E8C1406E1AB534972AF7C13361CB17DFC5F56FC724AF21,35948ad830410f87dd384ccaedf95c4a410deceb,yes,1,exact_repository_path,historical_1d_or_inverse,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/gamma_sub_identifiability_report.md,,md,5134,7F47281CF76D663C2D94CFCAF468C4795E34BC31844026D924DA70D3304C71AB,6e82d5ab0ebe9099c1ee7c983fd39871d46c58b1,yes,3,unique_basename_fallback,historical_1d_or_inverse,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/gamma_sub_observability_augmented_report.md,,md,4594,A443DF99A4DA506BDEB6D3C74A7821D3753676A3CC11F20924C3695C7B46990D,c3e2c468b22a90ba5451c110cbe6d122ddf52427,yes,2,exact_repository_path,historical_1d_or_inverse,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/gamma_sub_paper_readiness_report.md,,md,2135,716A5C38151EA14D0C5DE8508FFE3ED8BC4D3EDCC7F931B425984C389AFF8651,542e867ff7b257d7036d38541f595c17a69088ae,yes,2,exact_repository_path,historical_1d_or_inverse,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/gamma_sub_tsw_calibration_workflow_report.md,,md,830,7654322FB6E97C2519BCB935FE68264FE5E56A456B0F525ED8589C1B11286CE2,922a9a624401f955553db3e17e0bd9b127fb273b,yes,2,exact_repository_path,historical_1d_or_inverse,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/gt_v1_acceptance_report.md,,md,2749,0F72718AFFB84F727771F8D4A1A16AFB9D7C0D15BD7984632B3BEB8155F91643,a6d819ecf964ea3d4962782536559c8251890bee,yes,21,exact_repository_path,frozen_gt_v1_1,FROZEN,yes,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,LEAVE_IN_PLACE_FROZEN,Frozen GT contract and hash-controlled replay asset.,none_read_only,yes
docs/literature/drive_and_web_literature_evidence_lock.md,,md,4597,71504307F232070B2B835E4751C792C17636F865F7FF297CA20B1439A040BD31,f14c0680dd7a8a0f5c2fe1738587edbb4502eafd,yes,3,exact_repository_path,shared_repository,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/literature/identifiability_neural_red_team_v2.md,,md,8182,5BB91A4C49DF9F51A4AB8852C4ECF63F72797FAAED346AB6C5888B7444928B09,583cb441687001c7df9a8ee9d4d5cf45258f8efb,no,0,exact_path_and_unique_basename_checked,shared_repository,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/literature/literature_anchored_quasi_2d_structures.md,,md,1373,D462612F8BDF7C39077C044D51E154BEDF92469DFF90A5B35881063E3E1B76DF,daafc252ced0e3cf4888fd37c599669382560735,yes,2,exact_repository_path,shared_repository,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/literature/literature_curve_fit_notes.md,,md,345,BBA3EEC12FD1F9A9FA61D321169252231ED83E05391152FE0F808F88DCF2FEA6,b3eb8dae891d319743e0ccc22dc6025ef0370e0d,yes,2,exact_repository_path,shared_repository,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/literature/literature_curve_provenance_notes.md,,md,138,F8635573568BD0589FB40E6380919DE683DA8288F988117F55BA595A38D9DF6C,922a9a624401f955553db3e17e0bd9b127fb273b,yes,8,exact_repository_path,shared_repository,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/literature/literature_parameter_sanity_notes.md,,md,814,7FDA132DC8831B8CC728B1B8F9BA52682893CD7D9B48BB23A245CC9FD1838C85,b3eb8dae891d319743e0ccc22dc6025ef0370e0d,yes,2,exact_repository_path,shared_repository,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/literature/manual_digitization_boundary.md,,md,541,D606AEB247EDA96381D6C6F86FFA624E04622C5C10883581DFBFF959D96A9FE3,daafc252ced0e3cf4888fd37c599669382560735,yes,1,exact_repository_path,shared_repository,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
docs/literature/manual_digitization_protocol.md,,md,672,CF60306968F501ED028214C8DE36BE87998F9F835C1CCBCF5BF5BEB99A219F87,19988e0d60a53a15b2ab27b43b82ca226a6da3e8,yes,2,exact_repository_path,shared_repository,EVERGREEN_OR_REUSABLE,no,NO_EXACT_DUPLICATE_UNIQUE_OR_ROLE_SPECIFIC,KEEP_EVERGREEN,"Retained evidence, implementation, test, provenance, or reusable project asset.",,yes
