method,geometry,transition_width,noise,seed,chi,chi_c,selected_branch,relative_error,gain_over_vanilla,smooth_degradation,sharp_regime,finite_result,success,initial_loss,final_loss,training_mode,is_actual_pinn_training,claim_status,allowed_claim,forbidden_claim
fourier_plus_continuation_asinh,localized_hotspot,0.05,0.0,2027,5.0,2.0,fourier_plus_continuation_asinh,6.2857184410095215,0.25993119695360467,0.0,True,True,False,10.840730667114258,3.698784112930298,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,localized_hotspot,0.05,0.0,2027,5.0,2.0,front_focused_asinh_continuation,2.1567893028259277,0.7460636373160074,0.0,True,True,False,10.148244857788086,10.018824577331543,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.05,0.02,2026,5.0,2.0,vanilla_mlp,3.996405601501465,0.0,0.0,True,True,False,6.280740737915039,0.26380738615989685,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.05,0.02,2026,5.0,2.0,f_sps_sampling,1.6813814640045166,0.5792765720844714,0.0,True,True,False,3.7486026287078857,0.4056915044784546,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.05,0.02,2026,5.0,2.0,fourier_plus_continuation_asinh,4.01485538482666,-0.0046165943012049775,0.0,True,True,False,13.733695030212402,3.147939682006836,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,localized_hotspot,0.05,0.02,2026,5.0,2.0,front_focused_asinh_continuation,2.26186203956604,0.4340259060000692,0.0,True,True,False,11.265254974365234,14.586158752441406,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
vanilla_mlp,localized_hotspot,0.05,0.02,2027,5.0,2.0,vanilla_mlp,8.505132675170898,0.0,0.0,True,True,False,4.027656555175781,1.0071570873260498,actual_autograd_reduced_pinn_training,True,baseline,matched vanilla actual-training baseline,universal F-SPS/Fourier superiority
f_sps_sampling,localized_hotspot,0.05,0.02,2027,5.0,2.0,f_sps_sampling,3.290499687194824,0.6131160073727238,0.0,True,True,False,4.775056838989258,0.3755488991737366,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
fourier_plus_continuation_asinh,localized_hotspot,0.05,0.02,2027,5.0,2.0,fourier_plus_continuation_asinh,6.294649600982666,0.25989989323050927,0.0,True,True,False,10.840743064880371,3.698725938796997,actual_autograd_reduced_pinn_training,True,failed_but_informative,"method effect is comparator evidence, not a superiority claim",universal F-SPS/Fourier superiority
stiffness_gated_hybrid,localized_hotspot,0.05,0.02,2027,5.0,2.0,front_focused_asinh_continuation,2.157155990600586,0.7463700952134481,0.0,True,True,False,10.148250579833984,10.018844604492188,actual_autograd_reduced_pinn_training,True,qualified_supported,stiffness-gated hybrid is condition-limited and only valid if sharp gain and smooth negative-control gates clear,universal F-SPS/Fourier superiority
