protocol,scenario,noise,seed,observation_count,gamma_true,gamma_est,relative_error,recoverable_le_0p1,recoverable_le_0p2,failure_flag,finite_result,source
ltp_ltd,narrow_T_sw_prior,0.05,2029,32,450000000.0,526405878.82809025,0.1697908418402005,False,True,False,True,seeded_response_surface_bootstrap
ltp_ltd,narrow_T_sw_prior,0.05,2030,32,450000000.0,523384367.9574827,0.16307637323885057,False,True,False,True,seeded_response_surface_bootstrap
ltp_ltd,narrow_T_sw_prior,0.05,2031,32,450000000.0,525995592.8833802,0.16887909529640024,False,True,False,True,seeded_response_surface_bootstrap
ltp_ltd,narrow_T_sw_prior,0.05,2032,32,450000000.0,520466102.75955266,0.15659133946567255,False,True,False,True,seeded_response_surface_bootstrap
ltp_ltd,narrow_T_sw_prior,0.05,2033,32,450000000.0,522655255.08470863,0.16145612241046353,False,True,False,True,seeded_response_surface_bootstrap
ltp_ltd,narrow_T_sw_prior,0.05,2034,32,450000000.0,521025684.24947447,0.15783485388772106,False,True,False,True,seeded_response_surface_bootstrap
ltp_ltd,narrow_T_sw_prior,0.05,2035,32,450000000.0,523810077.0789023,0.1640223935086718,False,True,False,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.0,2026,32,450000000.0,805371231.8852434,0.7897138486338741,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.0,2027,32,450000000.0,806868270.4797206,0.7930406010660459,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.0,2028,32,450000000.0,814044718.8321328,0.8089882640714063,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.0,2029,32,450000000.0,811399411.6706697,0.8031098037125991,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.0,2030,32,450000000.0,807826045.5061281,0.795168990013618,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.0,2031,32,450000000.0,803748082.6753647,0.7861068503896992,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.0,2032,32,450000000.0,813556409.3671029,0.8079031319268953,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.0,2033,32,450000000.0,800377792.9933101,0.7786173177629114,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.0,2034,32,450000000.0,802732718.8037256,0.7838504862305014,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.0,2035,32,450000000.0,813078788.256844,0.8068417516818757,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.01,2026,32,450000000.0,814671011.6751912,0.8103800259448694,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.01,2027,32,450000000.0,833999526.3209817,0.8533322807132928,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.01,2028,32,450000000.0,812041897.2077352,0.8045375493505226,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.01,2029,32,450000000.0,815603704.2458551,0.8124526761019001,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.01,2030,32,450000000.0,817591431.7481179,0.8168698483291511,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.01,2031,32,450000000.0,816804250.5867983,0.8151205568595519,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.01,2032,32,450000000.0,820314012.9662217,0.8229200288138259,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.01,2033,32,450000000.0,805484513.2768251,0.7899655850596112,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.01,2034,32,450000000.0,811004058.1592144,0.8022312403538097,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.01,2035,32,450000000.0,809863876.7482829,0.7996975038850731,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.02,2026,32,450000000.0,832744607.6247654,0.8505435724994785,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.02,2027,32,450000000.0,820496502.0058769,0.8233255600130598,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.02,2028,32,450000000.0,816288319.4172996,0.8139740431495548,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.02,2029,32,450000000.0,825218918.710906,0.8338198193575691,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.02,2030,32,450000000.0,819090645.7559475,0.8202014350132165,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.02,2031,32,450000000.0,837300634.6638991,0.8606680770308868,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.02,2032,32,450000000.0,816580143.9745197,0.8146225421655995,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.02,2033,32,450000000.0,820196436.8102144,0.8226587484671432,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.02,2034,32,450000000.0,832597235.7291175,0.8502160793980389,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.02,2035,32,450000000.0,833074358.3490754,0.8512763518868343,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.05,2026,32,450000000.0,816318118.3638501,0.8140402630307778,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.05,2027,32,450000000.0,840070994.4387287,0.8668244320860636,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.05,2028,32,450000000.0,831749339.9853518,0.8483318666341151,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.05,2029,32,450000000.0,838010592.1660812,0.8622457603690693,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.05,2030,32,450000000.0,826744245.3142973,0.8372094340317717,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.05,2031,32,450000000.0,839126330.2778363,0.8647251783951919,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.05,2032,32,450000000.0,840104956.7559724,0.8668999039021609,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.05,2033,32,450000000.0,825721961.8181771,0.8349376929292825,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.05,2034,32,450000000.0,854951239.7908959,0.8998916439797687,False,False,True,True,seeded_response_surface_bootstrap
ltp_ltd,wide_T_sw_mismatch,0.05,2035,32,450000000.0,858107700.8552344,0.906906001900521,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.0,2026,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.0,2027,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.0,2028,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.0,2029,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.0,2030,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.0,2031,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.0,2032,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.0,2033,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.0,2034,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.0,2035,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.01,2026,32,450000000.0,456315640.15350723,0.014034755896682587,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.01,2027,32,450000000.0,456491644.07137287,0.014425875714161908,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.01,2028,32,450000000.0,456498415.84881747,0.014440924108483398,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.01,2029,32,450000000.0,456256878.8711567,0.013904175269237118,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.01,2030,32,450000000.0,456232057.7534699,0.013849017229933099,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.01,2031,32,450000000.0,456512890.3420622,0.014473089649027026,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.01,2032,32,450000000.0,456256815.6730715,0.013904034829047758,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.01,2033,32,450000000.0,456335788.8551261,0.014079530789168957,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.01,2034,32,450000000.0,456087947.91171014,0.013528773137133701,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.01,2035,32,450000000.0,456589901.1309219,0.014644224735381885,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.02,2026,32,450000000.0,463164626.85907054,0.029254726353490156,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.02,2027,32,450000000.0,463479020.2779779,0.029953378395506377,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.02,2028,32,450000000.0,462813265.56355137,0.028473923474558502,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.02,2029,32,450000000.0,463076841.1281029,0.02905964695133986,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.02,2030,32,450000000.0,462880639.59021175,0.02862364353380388,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.02,2031,32,450000000.0,463215882.55321467,0.029368627896032486,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.02,2032,32,450000000.0,462419039.8550473,0.027597866344549436,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.02,2033,32,450000000.0,463064974.30837303,0.029033276240828965,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.02,2034,32,450000000.0,463315626.75111,0.029590281669133387,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.02,2035,32,450000000.0,463020582.8550028,0.028934628566672952,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.05,2026,32,450000000.0,468485685.37569237,0.04107930083487199,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.05,2027,32,450000000.0,468504486.87771297,0.04112108195047319,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.05,2028,32,450000000.0,469887045.57049185,0.04419343460109303,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.05,2029,32,450000000.0,469299538.5231059,0.0428878633846799,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.05,2030,32,450000000.0,469184008.3837591,0.04263112974168685,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.05,2031,32,450000000.0,469296401.86608374,0.042880893035741656,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.05,2032,32,450000000.0,470718785.8390336,0.04604174630896349,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.05,2033,32,450000000.0,467829516.3724443,0.03962114749432055,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.05,2034,32,450000000.0,469406565.92767656,0.04312570206150357,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,nominal_fixed_prior,0.05,2035,32,450000000.0,469451453.7580048,0.04322545279556626,True,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.0,2026,32,450000000.0,519000739.0657592,0.1533349757016871,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.0,2027,32,450000000.0,519196299.3996775,0.1537695542215056,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.0,2028,32,450000000.0,517101278.99151385,0.1491139533144752,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.0,2029,32,450000000.0,518626642.7694137,0.15250365059869728,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.0,2030,32,450000000.0,520922129.9295704,0.15760473317682314,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.0,2031,32,450000000.0,519278217.53514194,0.15395159452253768,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.0,2032,32,450000000.0,518626572.2816949,0.152503493959322,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.0,2033,32,450000000.0,516305492.8404958,0.14734553964554625,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.0,2034,32,450000000.0,517984727.922353,0.15107717316078445,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.0,2035,32,450000000.0,519670010.22051275,0.1548222449344728,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.01,2026,32,450000000.0,521051121.146333,0.15789138032518435,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.01,2027,32,450000000.0,520295142.27721727,0.15621142728270512,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.01,2028,32,450000000.0,518965005.293523,0.15325556731894008,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.01,2029,32,450000000.0,522566034.09977895,0.1612578535550644,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.01,2030,32,450000000.0,520293800.16882366,0.15620844481960827,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.01,2031,32,450000000.0,517615978.82651263,0.1502577307255836,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.01,2032,32,450000000.0,520859889.1091683,0.15746642024259605,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.01,2033,32,450000000.0,519734267.7716999,0.15496503949266643,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.01,2034,32,450000000.0,520102555.9305639,0.1557834576234753,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.01,2035,32,450000000.0,521868042.11150986,0.15970676024779962,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.02,2026,32,450000000.0,522706105.9348129,0.16156912429958417,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.02,2027,32,450000000.0,521630516.08966404,0.15917892464369787,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.02,2028,32,450000000.0,520403041.71181047,0.15645120380402336,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.02,2029,32,450000000.0,523355366.24329036,0.1630119249850896,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.02,2030,32,450000000.0,519388578.2646555,0.1541968405881234,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.02,2031,32,450000000.0,520097415.30265516,0.1557720340059004,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.02,2032,32,450000000.0,523211601.40297794,0.1626924475621731,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.02,2033,32,450000000.0,521661176.05498135,0.15924705789995844,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.02,2034,32,450000000.0,526224249.5987742,0.16938722133060927,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.02,2035,32,450000000.0,521040495.0099086,0.15786776668868585,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.05,2026,32,450000000.0,523899593.62703526,0.1642213191711894,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.05,2027,32,450000000.0,525602936.769388,0.16800652615419562,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.05,2028,32,450000000.0,520257347.7937517,0.15612743954167052,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.05,2029,32,450000000.0,531083789.77674884,0.18018619950388623,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.05,2030,32,450000000.0,527877288.44467556,0.17306064098816798,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.05,2031,32,450000000.0,530648384.2844034,0.17921863174311864,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.05,2032,32,450000000.0,524780353.9489131,0.16617856433091782,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.05,2033,32,450000000.0,527103536.0082622,0.17134119112947152,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.05,2034,32,450000000.0,525374195.5300545,0.1674982122890101,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,narrow_T_sw_prior,0.05,2035,32,450000000.0,528329061.38985556,0.17406458086634558,False,True,False,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.0,2026,32,450000000.0,827128654.2455643,0.8380636761012542,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.0,2027,32,450000000.0,828717348.2641934,0.8415941072537632,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.0,2028,32,450000000.0,836333171.0055288,0.858518157790064,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.0,2029,32,450000000.0,833525906.2627515,0.8522797916950032,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.0,2030,32,450000000.0,829733762.5779319,0.8438528057287376,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.0,2031,32,450000000.0,825406128.5534482,0.834235841229885,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.0,2032,32,450000000.0,835814965.0426399,0.8573665889836442,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.0,2033,32,450000000.0,821829494.6051456,0.8262877657892121,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.0,2034,32,450000000.0,824328599.5468109,0.8318413323262465,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.0,2035,32,450000000.0,835308101.8235896,0.8562402262746437,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.01,2026,32,450000000.0,836997808.3083663,0.8599951295741473,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.01,2027,32,450000000.0,857509701.4018582,0.9055771142263517,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.01,2028,32,450000000.0,834207727.6490252,0.853794950331167,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.01,2029,32,450000000.0,837987604.5058054,0.8621946766795676,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.01,2030,32,450000000.0,840097029.6102479,0.8668822880227729,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.01,2031,32,450000000.0,839261653.6839494,0.865025897075443,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.01,2032,32,450000000.0,842986299.4743577,0.873302887720795,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.01,2033,32,450000000.0,827248871.2325491,0.8383308249612202,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.01,2034,32,450000000.0,833106347.4342684,0.8513474387428186,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.01,2035,32,450000000.0,831896358.9981779,0.8486585755515063,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.02,2026,32,450000000.0,856177950.9487306,0.9026176687749569,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.02,2027,32,450000000.0,843179961.3123592,0.8737332473607982,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.02,2028,32,450000000.0,838714134.8918283,0.8638091886485072,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.02,2029,32,450000000.0,848191505.5707576,0.8848700123794612,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.02,2030,32,450000000.0,841688032.2308013,0.8704178494017808,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.02,2031,32,450000000.0,861012918.4188317,0.913362040930737,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.02,2032,32,450000000.0,839023826.2586741,0.8644973916859424,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.02,2033,32,450000000.0,842861524.7781867,0.8730256106181927,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.02,2034,32,450000000.0,856021556.2839615,0.90227012507547,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.02,2035,32,450000000.0,856527890.4928964,0.9033953122064364,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.05,2026,32,450000000.0,838745758.2636776,0.8638794628081725,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.05,2027,32,450000000.0,863952892.0574263,0.9198953156831696,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.05,2028,32,450000000.0,855121748.5558836,0.900270552346408,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.05,2029,32,450000000.0,861766342.7068617,0.9150363171263594,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.05,2030,32,450000000.0,849810219.5172136,0.8884671544826966,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.05,2031,32,450000000.0,862950391.3152549,0.9176675362561221,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.05,2032,32,450000000.0,863988933.7002156,0.9199754082227015,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.05,2033,32,450000000.0,848725347.2356167,0.8860563271902592,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.05,2034,32,450000000.0,879744172.8393182,0.9549870507540403,False,False,True,True,seeded_response_surface_bootstrap
mixed_protocol,wide_T_sw_mismatch,0.05,2035,32,450000000.0,883093886.6218815,0.9624308591597366,False,False,True,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.0,2026,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.0,2027,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.0,2028,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.0,2029,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.0,2030,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.0,2031,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.0,2032,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.0,2033,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.0,2034,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.0,2035,32,450000000.0,450000000.0,0.0,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.01,2026,32,450000000.0,455951276.2984971,0.013225058441104744,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.01,2027,32,450000000.0,456117126.14417833,0.013593613653729488,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.01,2028,32,450000000.0,456123507.242155,0.013607793871455508,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.01,2029,32,450000000.0,455895905.0901284,0.013102011311396513,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.01,2030,32,450000000.0,455872515.9600005,0.013050035466667725,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.01,2031,32,450000000.0,456137146.6684817,0.013638103707737003,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.01,2032,32,450000000.0,455895845.5380866,0.013101878973525771,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.01,2033,32,450000000.0,455970262.5750226,0.0132672501667169,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.01,2034,32,450000000.0,455736720.14757305,0.012748266994606756,True,True,False,True,seeded_response_surface_bootstrap
best_actual_protocol,nominal_fixed_prior,0.01,2035,32,450000000.0,456209714.5272148,0.013799365616032927,True,True,False,True,seeded_response_surface_bootstrap
